Chosen samples: 
[30, 5, 28, 1, 45, 39, 33, 17, 36, 7, 35, 16, 3, 34, 11, 31]

Result: 
[30, 5, 17, 7, 3, 11]
[5, 28, 45, 17, 16, 34]
[30, 5, 45, 33, 36, 31]
[5, 28, 39, 7, 16, 3]
[30, 5, 1, 16, 34, 31]
[5, 28, 7, 35, 34, 31]
[30, 5, 39, 33, 3, 34]
[5, 28, 1, 17, 11, 31]
[30, 5, 28, 33, 17, 35]
[5, 28, 1, 33, 36, 34]
[30, 5, 45, 35, 16, 3]
[5, 28, 45, 33, 3, 11]
[30, 5, 1, 36, 7, 35]
[5, 28, 45, 39, 36, 35]
[30, 5, 39, 17, 36, 16]
[5, 1, 45, 7, 3, 31]
[30, 5, 39, 35, 11, 31]
[5, 1, 45, 39, 33, 17]
[30, 28, 36, 7, 16, 31]
[5, 1, 33, 35, 16, 11]
[30, 28, 1, 17, 36, 3]
[5, 1, 17, 35, 3, 34]
[30, 28, 39, 7, 34, 11]
[5, 1, 39, 36, 3, 11]
[30, 28, 1, 45, 16, 11]
[5, 45, 36, 7, 34, 11]
[30, 28, 45, 39, 17, 31]
[5, 33, 17, 16, 3, 31]
[30, 1, 45, 33, 35, 34]
[5, 45, 39, 16, 11, 31]
[30, 1, 39, 33, 7, 31]
[5, 1, 17, 36, 7, 16]
[30, 45, 39, 36, 7, 3]
[5, 39, 17, 36, 34, 31]
[30, 45, 33, 17, 7, 16]
[28, 1, 39, 35, 16, 34]
[30, 45, 17, 36, 35, 11]
[28, 1, 33, 17, 7, 35]
[30, 45, 3, 34, 11, 31]
[5, 33, 36, 7, 35, 3]
[30, 28, 1, 35, 3, 31]
[28, 45, 33, 35, 16, 31]
[30, 28, 39, 33, 36, 11]
[5, 39, 17, 7, 35, 11]
[30, 28, 33, 16, 3, 34]
[28, 1, 45, 36, 34, 31]
[30, 1, 33, 17, 34, 11]
[28, 1, 7, 3, 34, 11]
[30, 17, 7, 35, 34, 31]
[5, 28, 36, 35, 16, 11]
[30, 1, 39, 16, 3, 11]
[28, 45, 39, 33, 7, 34]
[30, 39, 36, 35, 16, 34]
[28, 39, 33, 17, 36, 16]
[30, 33, 7, 35, 16, 11]
[28, 45, 17, 7, 3, 31]
[30, 39, 33, 17, 35, 3]
[28, 39, 35, 3, 11, 31]
[30, 5, 28, 1, 45, 7]
[28, 45, 17, 35, 34, 11]
[30, 1, 36, 7, 11, 31]
[5, 39, 33, 7, 16, 34]
[30, 1, 33, 36, 16, 3]
[5, 45, 33, 35, 34, 31]
[30, 1, 17, 35, 16, 31]
[5, 45, 36, 16, 3, 34]
[30, 5, 28, 36, 3, 31]
[5, 28, 33, 7, 11, 31]
[30, 1, 45, 39, 17, 34]
[28, 1, 39, 33, 3, 31]
[30, 33, 17, 36, 7, 34]
[1, 45, 39, 36, 7, 35]
[30, 36, 35, 3, 34, 11]
[1, 45, 17, 16, 3, 11]
[30, 1, 7, 16, 3, 34]
[28, 45, 36, 7, 16, 11]
[30, 28, 17, 16, 11, 31]
[1, 45, 33, 17, 36, 31]
[30, 28, 45, 7, 35, 3]
[28, 39, 17, 36, 3, 34]
[1, 39, 33, 36, 34, 11]
[5, 1, 36, 35, 16, 31]
[1, 39, 17, 7, 3, 31]
[5, 45, 17, 7, 35, 16]
[30, 5, 17, 16, 34, 11]
[28, 33, 36, 34, 11, 31]
[30, 45, 39, 33, 16, 11]
[1, 45, 7, 16, 34, 31]
[28, 39, 36, 7, 35, 31]
[5, 45, 33, 17, 36, 11]
[1, 33, 35, 3, 11, 31]
[28, 45, 33, 36, 35, 3]
[30, 5, 28, 1, 39, 16]
[5, 1, 45, 39, 34, 11]
[28, 1, 17, 36, 35, 11]
[30, 39, 7, 16, 3, 31]
[28, 1, 45, 39, 16, 3]
[45, 39, 35, 16, 3, 34]
[28, 17, 7, 35, 16, 3]
[30, 28, 45, 36, 16, 34]
[45, 39, 33, 7, 11, 31]
[28, 1, 33, 7, 16, 11]
[30, 33, 17, 36, 3, 31]
[1, 45, 33, 7, 3, 34]
[5, 39, 3, 34, 11, 31]
[28, 1, 17, 16, 34, 31]
[30, 1, 39, 36, 34, 31]
[5, 45, 17, 35, 3, 31]
[30, 5, 45, 39, 7, 35]
[5, 1, 39, 33, 35, 31]
[30, 28, 39, 17, 7, 11]
[45, 39, 17, 36, 16, 31]
[30, 28, 33, 35, 34, 31]
[1, 39, 7, 35, 16, 11]
[30, 5, 1, 45, 36, 11]
[5, 33, 17, 7, 3, 34]
[1, 17, 36, 35, 16, 34]
[39, 33, 36, 16, 3, 11]
[28, 39, 16, 34, 11, 31]
[30, 5, 28, 35, 34, 11]
[45, 36, 7, 35, 3, 31]
[5, 28, 39, 33, 17, 11]
[45, 33, 17, 16, 34, 11]
[30, 5, 17, 7, 34, 31]
[5, 33, 36, 7, 16, 31]
[30, 28, 33, 7, 3, 11]
[5, 28, 1, 39, 36, 7]
[28, 1, 36, 16, 3, 31]
[39, 33, 17, 35, 34, 31]
[5, 28, 1, 45, 35, 3]
[1, 45, 35, 34, 11, 31]
[45, 39, 17, 7, 3, 11]
[5, 28, 45, 17, 36, 7]
[28, 36, 7, 35, 16, 34]
[30, 28, 45, 17, 3, 34]
[1, 17, 36, 7, 34, 11]
[30, 1, 39, 17, 35, 11]
[5, 7, 35, 16, 3, 11]
[30, 5, 1, 33, 3, 11]
[1, 39, 33, 17, 7, 16]
[30, 36, 16, 3, 11, 31]
[5, 17, 36, 35, 11, 31]
[30, 45, 33, 36, 35, 31]
[1, 33, 16, 3, 34, 31]
[30, 28, 39, 33, 35, 16]
[5, 39, 17, 35, 16, 3]
[30, 1, 45, 39, 35, 3]
[5, 1, 45, 33, 36, 16]
[1, 33, 7, 35, 34, 31]
[45, 39, 36, 35, 34, 11]
[30, 5, 28, 45, 39, 31]
[1, 39, 36, 35, 3, 34]
[5, 33, 35, 16, 34, 11]
[30, 28, 1, 45, 33, 11]
[45, 33, 17, 36, 3, 34]
[30, 5, 33, 7, 16, 11]
[5, 28, 16, 3, 34, 31]
[28, 33, 17, 7, 11, 31]
[5, 39, 33, 36, 3, 31]
[39, 17, 7, 16, 34, 11]
[30, 45, 7, 16, 34, 31]
[28, 1, 45, 39, 17, 35]
[5, 28, 17, 36, 3, 11]
[30, 1, 45, 7, 35, 11]
[45, 33, 7, 35, 3, 11]
[1, 39, 17, 36, 11, 31]
[30, 5, 1, 45, 17, 31]
[1, 33, 36, 7, 3, 11]
[30, 5, 36, 7, 3, 34]
[5, 28, 39, 7, 16, 31]
[30, 17, 16, 3, 34, 31]
[28, 33, 17, 35, 3, 34]
[30, 39, 17, 36, 7, 35]
[45, 33, 36, 7, 16, 34]
[30, 5, 17, 36, 35, 34]
[33, 17, 36, 35, 16, 31]
[30, 28, 1, 33, 36, 35]
[45, 17, 7, 35, 34, 31]
[28, 45, 36, 3, 11, 31]
[30, 5, 28, 1, 7, 34]
[5, 1, 7, 34, 11, 31]
[1, 45, 39, 33, 35, 16]
[5, 39, 7, 35, 3, 34]
[30, 45, 33, 16, 3, 31]
[5, 28, 1, 33, 16, 3]
[30, 1, 45, 36, 7, 16]
[1, 45, 17, 36, 35, 3]
[28, 17, 35, 16, 3, 11]
[30, 33, 17, 34, 11, 31]
[28, 33, 36, 7, 3, 31]
[30, 5, 28, 39, 17, 3]
[5, 39, 33, 36, 7, 35]
[28, 1, 45, 7, 11, 31]
[17, 36, 7, 3, 34, 11]
[45, 36, 35, 16, 11, 31]
[39, 36, 7, 16, 34, 31]
[30, 5, 45, 33, 36, 34]
[5, 28, 1, 39, 17, 34]
[30, 33, 7, 35, 3, 31]
[28, 39, 33, 35, 34, 11]
[30, 1, 39, 33, 16, 31]
[45, 39, 33, 3, 34, 31]
[5, 1, 36, 16, 34, 11]
[30, 5, 28, 33, 7, 16]
[1, 39, 7, 35, 16, 3]
[30, 28, 17, 35, 16, 34]
[39, 17, 35, 16, 11, 31]
[30, 17, 36, 7, 16, 11]
[5, 45, 17, 7, 11, 31]
[30, 5, 1, 39, 33, 17]
[28, 45, 17, 7, 16, 3]
[33, 7, 16, 3, 34, 31]
[30, 45, 39, 17, 3, 11]
[45, 39, 33, 17, 36, 7]
[30, 5, 35, 16, 34, 31]
[5, 28, 45, 39, 35, 11]
[28, 1, 39, 33, 17, 3]
[5, 28, 17, 36, 35, 31]
[30, 39, 36, 35, 16, 3]
[5, 1, 45, 33, 7, 11]
[1, 17, 7, 3, 11, 31]
[30, 28, 1, 39, 35, 34]
[28, 1, 45, 39, 36, 16]
[1, 33, 17, 36, 35, 11]
