Chosen samples: [6, 25, 24, 28, 21, 36, 5, 31, 37, 3, 40, 39, 17, 33, 30, 26]

Result: 
[24, 21, 31, 37, 40, 26]
[25, 24, 28, 37, 39, 26]
[24, 28, 21, 5, 37, 30]
[25, 28, 36, 3, 30, 26]
[28, 5, 31, 37, 3, 26]
[6, 25, 31, 37, 30, 26]
[25, 24, 37, 40, 17, 33]
[24, 36, 31, 3, 39, 26]
[6, 25, 21, 40, 33, 30]
[25, 5, 31, 3, 39, 33]
[24, 5, 39, 17, 33, 26]
[28, 31, 3, 17, 33, 30]
[36, 31, 37, 40, 17, 30]
[6, 28, 5, 40, 30, 26]
[21, 5, 40, 39, 17, 30]
[25, 24, 28, 21, 3, 17]
[6, 25, 28, 36, 37, 33]
[21, 31, 37, 3, 39, 17]
[6, 28, 21, 5, 3, 33]
[25, 37, 3, 40, 39, 30]
[6, 24, 36, 33, 30, 26]
[28, 21, 36, 37, 17, 26]
[6, 24, 5, 31, 37, 33]
[21, 3, 40, 17, 33, 26]
[6, 28, 37, 3, 40, 17]
[36, 5, 37, 40, 39, 33]
[25, 21, 36, 31, 3, 40]
[6, 28, 5, 31, 39, 17]
[25, 24, 31, 39, 17, 30]
[6, 36, 40, 39, 17, 26]
[28, 21, 31, 39, 30, 26]
[6, 24, 21, 31, 3, 30]
[25, 21, 36, 5, 17, 33]
[6, 21, 37, 39, 33, 26]
[25, 28, 31, 40, 17, 26]
[6, 24, 28, 36, 31, 40]
[24, 5, 3, 40, 33, 30]
[6, 25, 24, 36, 5, 3]
[24, 28, 21, 36, 39, 33]
[6, 21, 36, 5, 31, 26]
[24, 37, 3, 17, 30, 26]
[21, 36, 37, 3, 33, 30]
[25, 21, 5, 37, 3, 26]
[6, 36, 31, 3, 17, 33]
[28, 21, 31, 37, 40, 33]
[6, 5, 3, 39, 30, 26]
[25, 28, 5, 37, 17, 30]
[6, 24, 21, 5, 40, 39]
[25, 24, 36, 5, 40, 26]
[6, 31, 40, 39, 33, 30]
[28, 36, 5, 3, 39, 17]
[6, 28, 36, 37, 39, 30]
[25, 28, 21, 5, 40, 39]
[6, 25, 24, 21, 17, 26]
[24, 5, 31, 3, 40, 17]
[28, 3, 40, 39, 33, 26]
[24, 28, 40, 39, 17, 30]
[28, 36, 5, 31, 33, 30]
[25, 21, 36, 31, 37, 39]
[6, 24, 37, 3, 39, 33]
[25, 24, 28, 31, 33, 30]
[6, 5, 37, 17, 33, 30]
[25, 36, 39, 33, 30, 26]
[6, 25, 28, 39, 17, 33]
[24, 28, 36, 37, 3, 40]
[6, 25, 3, 40, 33, 26]
[5, 31, 37, 40, 39, 26]
[6, 24, 21, 36, 37, 17]
[28, 37, 40, 33, 30, 26]
[6, 25, 36, 3, 17, 30]
[24, 36, 5, 31, 39, 30]
[21, 31, 17, 33, 30, 26]
[6, 25, 28, 31, 3, 39]
[25, 24, 21, 36, 40, 30]
[6, 21, 36, 3, 40, 39]
[36, 5, 37, 3, 33, 26]
[6, 25, 5, 31, 40, 17]
[25, 24, 28, 21, 5, 31]
[24, 28, 21, 5, 33, 26]
[6, 24, 28, 3, 17, 26]
[24, 28, 36, 40, 17, 33]
[25, 24, 21, 3, 39, 33]
[36, 5, 31, 17, 30, 26]
[25, 31, 37, 17, 33, 26]
[6, 28, 21, 36, 17, 30]
[24, 21, 37, 39, 33, 30]
[21, 5, 31, 37, 40, 30]
[6, 24, 21, 31, 17, 33]
[25, 24, 36, 37, 39, 17]
[24, 31, 3, 40, 33, 26]
[6, 25, 36, 37, 40, 26]
[25, 36, 5, 31, 3, 30]
[6, 25, 28, 5, 33, 26]
[25, 31, 3, 39, 17, 26]
[28, 21, 36, 5, 3, 40]
[6, 25, 36, 5, 37, 39]
[21, 36, 3, 40, 30, 26]
[25, 36, 31, 40, 39, 33]
[6, 21, 31, 37, 40, 39]
[36, 3, 39, 17, 33, 30]
[24, 36, 5, 31, 37, 17]
[25, 21, 5, 39, 30, 26]
[28, 21, 37, 39, 17, 33]
[6, 21, 5, 37, 3, 17]
[28, 5, 37, 3, 39, 30]
[6, 25, 24, 37, 40, 30]
[25, 24, 31, 40, 30, 26]
[6, 24, 28, 31, 39, 26]
[25, 28, 21, 36, 31, 17]
[24, 28, 21, 5, 40, 17]
[25, 24, 28, 31, 37, 3]
[37, 40, 39, 17, 30, 26]
[25, 21, 36, 31, 33, 26]
[6, 24, 21, 39, 17, 30]
[25, 28, 5, 37, 40, 33]
[6, 25, 28, 21, 40, 26]
[25, 36, 37, 3, 17, 33]
[6, 28, 31, 3, 40, 30]
[25, 21, 37, 40, 17, 30]
[6, 24, 28, 5, 37, 26]
[21, 5, 31, 40, 17, 33]
[6, 28, 36, 31, 37, 3]
[24, 5, 37, 3, 40, 39]
[6, 36, 5, 40, 33, 30]
[25, 24, 5, 17, 33, 30]
[24, 28, 36, 40, 39, 26]
[28, 31, 37, 39, 33, 30]
[6, 25, 24, 36, 31, 33]
[25, 28, 21, 3, 33, 30]
[24, 21, 31, 40, 39, 33]
[25, 5, 3, 40, 17, 26]
[24, 21, 3, 39, 30, 26]
[25, 24, 28, 3, 40, 30]
[6, 28, 21, 31, 3, 26]
[28, 36, 5, 17, 33, 26]
[24, 28, 36, 5, 3, 33]
[6, 25, 24, 40, 39, 26]
[21, 36, 5, 39, 33, 30]
[6, 25, 28, 21, 37, 3]
[24, 36, 5, 37, 30, 26]
[6, 25, 21, 5, 31, 30]
[24, 21, 36, 3, 40, 17]
[21, 5, 31, 3, 39, 30]
[25, 28, 36, 40, 39, 30]
[21, 31, 37, 3, 40, 33]
[6, 24, 28, 37, 40, 33]
[24, 28, 36, 17, 30, 26]
[21, 5, 37, 39, 17, 26]
[6, 21, 37, 17, 30, 26]
[36, 5, 31, 40, 33, 26]
[6, 31, 40, 17, 33, 26]
[31, 3, 40, 39, 17, 33]
[6, 36, 37, 3, 39, 26]
[28, 36, 31, 39, 17, 26]
[6, 25, 21, 40, 39, 17]
[24, 36, 31, 37, 33, 26]
[6, 28, 37, 3, 33, 30]
[24, 28, 21, 5, 3, 39]
[6, 5, 3, 40, 17, 30]
[25, 24, 21, 36, 5, 37]
[6, 24, 5, 40, 17, 26]
[25, 24, 5, 31, 3, 26]
[6, 25, 24, 28, 5, 30]
[28, 5, 31, 39, 33, 26]
[24, 28, 31, 37, 39, 17]
[6, 36, 5, 37, 40, 17]
[21, 36, 5, 40, 39, 26]
[6, 25, 37, 39, 17, 33]
[25, 5, 31, 37, 40, 30]
[6, 36, 31, 37, 17, 30]
[25, 36, 40, 17, 30, 26]
[6, 28, 5, 31, 40, 39]
[25, 28, 36, 5, 3, 39]
[24, 36, 31, 37, 3, 30]
[25, 21, 5, 37, 33, 30]
[6, 5, 3, 39, 17, 33]
[21, 36, 37, 3, 40, 33]
[25, 24, 5, 3, 39, 17]
[6, 21, 36, 39, 17, 33]
[24, 21, 36, 31, 30, 26]
[6, 24, 28, 21, 36, 39]
[5, 31, 3, 33, 30, 26]
[6, 28, 36, 5, 37, 26]
[21, 3, 40, 17, 33, 30]
[24, 21, 37, 3, 40, 26]

Reuslt Size: 185

Total Time Cost: 2863ms
