Result: 
[26, 21, 33, 31]
[26, 21, 36, 17]
[26, 33, 36, 16]
[26, 31, 17, 16]
[21, 33, 17, 16]
[21, 31, 36, 16]
[33, 31, 36, 17]
[26, 21, 33, 36]
[26, 21, 33, 17]
[26, 21, 33, 16]
[26, 21, 31, 36]
[26, 21, 31, 17]
[26, 33, 31, 16]
[26, 36, 17, 16]

Reuslt Size: 14
Total time cost: 5ms
