Result: 
[6, 28, 13, 14, 18, 10]
[33, 22, 44, 34, 14, 10]
[6, 22, 44, 28, 24, 11]
[6, 44, 30, 1, 13, 34]
[22, 20, 30, 19, 18, 10]
[33, 1, 24, 18, 11, 10]
[33, 28, 13, 19, 34, 11]
[28, 20, 30, 1, 24, 14]
[33, 6, 20, 24, 34, 18]
[44, 20, 1, 19, 14, 11]
[22, 1, 13, 19, 24, 14]
[33, 6, 22, 30, 14, 11]
[33, 44, 28, 30, 19, 18]
[33, 44, 20, 13, 24, 10]
[22, 20, 13, 34, 18, 11]
[6, 30, 19, 24, 34, 10]
[33, 6, 22, 28, 20, 1]
[28, 20, 30, 34, 11, 10]
[28, 1, 19, 34, 14, 18]
[30, 13, 24, 14, 18, 11]
[22, 28, 30, 1, 13, 10]
[6, 44, 19, 18, 11, 10]
[33, 6, 20, 13, 19, 14]
[22, 44, 1, 24, 34, 18]
[6, 1, 34, 14, 11, 10]
[44, 28, 20, 13, 19, 24]
[6, 44, 20, 30, 14, 18]
[33, 22, 30, 19, 24, 34]
[33, 22, 44, 1, 13, 18]
[33, 44, 28, 24, 14, 10]
[6, 30, 1, 13, 19, 11]
[22, 20, 24, 14, 11, 10]
[6, 22, 28, 19, 34, 14]
[33, 20, 1, 19, 34, 10]
[44, 30, 13, 34, 14, 10]
[33, 44, 20, 30, 1, 11]
[28, 1, 13, 24, 34, 11]
[22, 44, 28, 14, 18, 11]
[6, 22, 44, 1, 19, 10]
[33, 6, 22, 13, 24, 18]
[6, 28, 20, 19, 24, 11]
[33, 6, 28, 30, 34, 18]
[6, 20, 1, 13, 18, 10]
[22, 44, 20, 30, 13, 34]
[33, 22, 13, 19, 11, 10]
[44, 28, 20, 34, 18, 10]
[33, 1, 19, 24, 14, 18]
[44, 30, 19, 24, 34, 11]
[33, 28, 20, 13, 34, 14]
[33, 30, 1, 14, 18, 10]
[6, 44, 30, 1, 24, 14]
[22, 28, 24, 34, 18, 10]
[33, 6, 44, 13, 11, 10]
[22, 1, 34, 14, 18, 11]
[28, 30, 1, 19, 11, 10]
[20, 30, 13, 19, 34, 18]
[6, 44, 28, 30, 13, 14]
[33, 20, 1, 14, 18, 11]
[6, 44, 19, 24, 34, 14]
[22, 44, 30, 24, 18, 11]
[6, 28, 30, 1, 13, 24]
[33, 28, 13, 19, 18, 10]
[6, 44, 1, 34, 18, 11]
[6, 22, 20, 30, 1, 10]
[33, 22, 44, 13, 19, 14]
[33, 28, 1, 24, 34, 11]
[22, 1, 13, 34, 14, 10]
[22, 20, 30, 19, 14, 10]

Reuslt Size: 68

Total time cost: 2617ms
