Result: 
[40, 6, 43, 11, 25, 45]
[8, 27, 39, 11, 45, 18]
[8, 27, 34, 43, 25, 45]
[40, 8, 34, 43, 28, 18]
[40, 27, 34, 1, 28, 45]
[40, 27, 6, 26, 1, 11]
[8, 26, 1, 28, 25, 18]
[6, 39, 28, 25, 45, 18]
[40, 8, 34, 1, 11, 25]
[40, 27, 34, 39, 43, 11]
[40, 27, 11, 28, 25, 18]
[27, 34, 6, 26, 45, 18]
[6, 1, 43, 11, 28, 18]
[27, 34, 39, 1, 25, 18]
[39, 26, 1, 43, 45, 18]
[8, 27, 34, 39, 26, 28]
[8, 6, 26, 43, 28, 45]
[27, 6, 39, 26, 43, 25]
[34, 39, 26, 11, 25, 45]
[40, 8, 6, 39, 1, 43]
[8, 39, 43, 11, 28, 25]
[40, 34, 6, 26, 28, 25]
[8, 27, 26, 1, 43, 11]
[8, 34, 6, 11, 25, 18]
[34, 6, 39, 1, 11, 28]
[40, 8, 27, 26, 25, 45]
[40, 8, 39, 26, 11, 18]
[8, 27, 6, 1, 25, 45]
[40, 8, 34, 6, 39, 45]
[34, 43, 11, 28, 45, 18]
[40, 27, 1, 43, 45, 18]
[40, 39, 1, 28, 25, 45]
[40, 34, 26, 43, 25, 18]
[40, 26, 1, 11, 28, 45]
[40, 27, 6, 39, 28, 18]
[27, 34, 6, 1, 43, 28]
[8, 34, 6, 26, 43, 11]
[8, 27, 6, 11, 28, 45]
[27, 26, 43, 11, 28, 18]
[8, 34, 26, 1, 45, 18]
[40, 6, 26, 1, 25, 18]
[1, 43, 11, 25, 45, 18]
[40, 39, 26, 43, 28, 45]
[40, 8, 27, 6, 43, 18]
[27, 39, 26, 1, 11, 25]
[34, 26, 1, 43, 28, 25]
[40, 8, 27, 39, 1, 28]
[34, 6, 39, 43, 45, 18]
[6, 39, 26, 11, 28, 18]
[27, 39, 43, 28, 25, 45]
[40, 8, 39, 43, 25, 18]
[40, 34, 6, 11, 45, 18]
[40, 34, 6, 39, 26, 1]
[27, 34, 26, 1, 11, 18]
[8, 34, 39, 28, 25, 45]
[8, 6, 1, 28, 45, 18]
[27, 6, 39, 1, 11, 45]
[40, 27, 34, 6, 39, 25]
[8, 34, 39, 1, 43, 45]
[27, 26, 28, 25, 45, 18]
[27, 6, 1, 11, 28, 25]
[8, 27, 34, 1, 28, 18]
[8, 39, 1, 11, 28, 18]
[40, 8, 43, 11, 45, 18]
[40, 8, 6, 43, 28, 25]
[8, 27, 34, 11, 28, 25]
[8, 6, 39, 26, 11, 25]
[27, 26, 43, 11, 25, 45]
[40, 27, 34, 39, 26, 18]
[40, 6, 26, 1, 43, 45]
[40, 39, 1, 43, 11, 28]
[8, 27, 39, 1, 43, 25]
[40, 8, 34, 26, 11, 28]
[40, 34, 26, 28, 45, 18]
[34, 6, 1, 43, 25, 18]
[8, 34, 6, 1, 11, 45]
[8, 34, 6, 39, 28, 18]
[40, 39, 26, 11, 25, 18]
[40, 27, 6, 26, 1, 28]
[27, 34, 39, 26, 43, 45]
[40, 34, 1, 25, 45, 18]
[40, 6, 39, 11, 28, 45]
[8, 27, 6, 26, 1, 18]
[40, 8, 26, 1, 43, 18]
[6, 39, 26, 43, 11, 45]
[34, 39, 43, 28, 25, 18]
[40, 8, 27, 34, 6, 11]
[40, 8, 1, 43, 28, 45]
[40, 34, 1, 43, 11, 25]
[40, 27, 6, 43, 11, 45]
[8, 26, 11, 25, 45, 18]
[27, 34, 39, 43, 11, 18]
[8, 27, 34, 26, 25, 18]
[40, 39, 1, 28, 45, 18]
[27, 6, 39, 1, 25, 18]
[39, 26, 11, 28, 25, 45]
[40, 8, 27, 43, 28, 25]
[8, 27, 39, 26, 1, 45]
[34, 6, 26, 28, 25, 45]
[40, 34, 6, 39, 43, 28]
[40, 27, 34, 26, 43, 11]
[8, 6, 26, 43, 25, 18]
[40, 27, 34, 39, 43, 45]
[40, 27, 6, 1, 11, 18]
[8, 34, 39, 26, 43, 11]
[39, 26, 1, 28, 25, 45]
[40, 8, 27, 6, 39, 26]
[40, 27, 1, 43, 25, 18]
[27, 34, 39, 11, 28, 45]

Reuslt Size: 109

Total time cost: 1543ms
